channel,id,date,url,views,tags,segment,text
kpszsu,68769,2026-07-16T18:48:42+00:00,https://t.me/kpszsu/68769,117K,КАБ,КАБи на півночі Харківщини,"🚀
КАБи на півночі Харківщини"
kpszsu,68770,2026-07-16T18:50:57+00:00,https://t.me/kpszsu/68770,117K,КАБ,Пуски КАБ на Донеччині.,"🚀
Пуски КАБ на Донеччині."
kpszsu,68772,2026-07-16T19:00:39+00:00,https://t.me/kpszsu/68772,115K,КАБ,Пуски КАБ на Запоріжжі.,"🚀
Пуски КАБ на Запоріжжі."
kpszsu,68782,2026-07-16T19:53:01+00:00,https://t.me/kpszsu/68782,124K,КАБ,Пуски КАБ на Запоріжжі та Дніпропетровщині.,"🚀
Пуски КАБ на Запоріжжі та Дніпропетровщині."
kpszsu,68791,2026-07-16T23:47:22+00:00,https://t.me/kpszsu/68791,85.1K,КАБ,Пуски КАБ на Донеччині.,"🚀
Пуски КАБ на Донеччині."
kpszsu,68795,2026-07-16T23:59:35+00:00,https://t.me/kpszsu/68795,74.4K,КАБ,Пуски КАБ на Сумщині,"🚀
Пуски КАБ на Сумщині"
kpszsu,68796,2026-07-17T00:10:49+00:00,https://t.me/kpszsu/68796,73.2K,КАБ,Пуски КАБ на Сумщині,"🚀
Пуски КАБ на Сумщині"
kpszsu,68798,2026-07-17T00:33:18+00:00,https://t.me/kpszsu/68798,68.4K,КАБ,Пуски КАБ ➡️ на схід Дніпропетровщини!,"🚀
Пуски КАБ
➡️
на схід Дніпропетровщини!"
kpszsu,68803,2026-07-17T00:57:33+00:00,https://t.me/kpszsu/68803,73K,КАБ,Пуски КАБ ➡️ на Донеччину!,"🚀
Пуски КАБ
➡️
на Донеччину!"
kpszsu,68804,2026-07-17T01:07:47+00:00,https://t.me/kpszsu/68804,75.2K,КАБ,Пуски КАБ ➡️ на Харківщину зі сходу!,"🚀
Пуски КАБ
➡️
на Харківщину зі сходу!"
kpszsu,68808,2026-07-17T01:33:50+00:00,https://t.me/kpszsu/68808,76.3K,КАБ,Пуски КАБ ➡️ на Запорізьку область!,"🚀
Пуски КАБ
➡️
на Запорізьку область!"
kpszsu,68809,2026-07-17T01:40:26+00:00,https://t.me/kpszsu/68809,76.2K,КАБ,Пуски КАБ ➡️ на Харківщину зі сходу!,"🚀
Пуски КАБ
➡️
на Харківщину зі сходу!"
kpszsu,68810,2026-07-17T01:46:25+00:00,https://t.me/kpszsu/68810,82.4K,КАБ,Пуски КАБ ➡️ на Запорізьку область!,"🚀
Пуски КАБ
➡️
на Запорізьку область!"
kpszsu,68826,2026-07-17T02:36:46+00:00,https://t.me/kpszsu/68826,99.3K,КАБ,Пуски КАБ ➡️ на схід Дніпропетровщини!,"🚀
Пуски КАБ
➡️
на схід Дніпропетровщини!"
kpszsu,68828,2026-07-17T03:10:47+00:00,https://t.me/kpszsu/68828,102K,БпЛА|КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!
🛵
БпЛА на півдні від Сум, курс - західний,
🛵
БпЛА на півдні від Полтави, курс - на місто."
kpszsu,68844,2026-07-17T05:47:09+00:00,https://t.me/kpszsu/68844,125K,КАБ,КАБи ➡️ на Донеччину!,"🚀
КАБи
➡️
на Донеччину!"
kpszsu,68847,2026-07-17T06:12:27+00:00,https://t.me/kpszsu/68847,123K,КАБ,КАБи ➡️ на Сумщину!,"🚀
КАБи
➡️
на Сумщину!"
kpszsu,68849,2026-07-17T06:41:15+00:00,https://t.me/kpszsu/68849,118K,КАБ,КАБи ➡️ на Донеччину.,"🚀
КАБи
➡️
на Донеччину."
kpszsu,68856,2026-07-17T08:15:31+00:00,https://t.me/kpszsu/68856,109K,КАБ,КАБи ➡️ на Донеччину.,"🚀
КАБи
➡️
на Донеччину."
kpszsu,68858,2026-07-17T08:41:32+00:00,https://t.me/kpszsu/68858,117K,БпЛА|КАБ,КАБи ➡️ на Запорізьку область.,"🚀
КАБи
➡️
на Запорізьку область.
🛵
БпЛА на Харківщині:
- на Харків з півночі;
на заході, на північно-західний напрямок.
🛵
БпЛА на сході Сумщини, курс на південь.
🛵
БпЛА на сході від Запоріжжя, курс на північ."
kpszsu,68871,2026-07-17T11:54:56+00:00,https://t.me/kpszsu/68871,109K,КАБ,КАБи ➡️ на Харківщину.,"🚀
КАБи
➡️
на Харківщину."
kpszsu,68872,2026-07-17T11:58:54+00:00,https://t.me/kpszsu/68872,106K,КАБ,КАБи ➡️ на Донеччину.,"🚀
КАБи
➡️
на Донеччину."
kpszsu,68880,2026-07-17T12:40:57+00:00,https://t.me/kpszsu/68880,107K,КАБ,КАБи ➡️ на Харківщину зі сходу.,"🚀
КАБи
➡️
на Харківщину зі сходу."
kpszsu,68883,2026-07-17T13:08:25+00:00,https://t.me/kpszsu/68883,106K,КАБ,КАБи ➡️ на Харківщину з півночі.,"🚀
КАБи
➡️
на Харківщину з півночі."
kpszsu,68884,2026-07-17T13:22:38+00:00,https://t.me/kpszsu/68884,108K,БпЛА|КАБ,КАБи ➡️ на Запорізьку область.,"🚀
КАБи
➡️
на Запорізьку область.
🛵
Реактивний БпЛА на півночі Чернігівщини, курс на південь."
kpszsu,68886,2026-07-17T13:24:22+00:00,https://t.me/kpszsu/68886,109K,КАБ,КАБи  в напрямку Запоріжжя.,"🚀
КАБи  в напрямку Запоріжжя."
kpszsu,68888,2026-07-17T13:43:26+00:00,https://t.me/kpszsu/68888,109K,КАБ,КАБи ➡️ на Харківщину зі сходу.,"🚀
КАБи
➡️
на Харківщину зі сходу."
kpszsu,68889,2026-07-17T13:52:22+00:00,https://t.me/kpszsu/68889,110K,КАБ,"КАБи ➡️ на Донеччину, в напрямку Дніпропетровщини.","🚀
КАБи
➡️
на Донеччину, в напрямку Дніпропетровщини."
kpszsu,68892,2026-07-17T13:56:59+00:00,https://t.me/kpszsu/68892,111K,КАБ,КАБи ➡️ на Запорізьку область.,"🚀
КАБи
➡️
на Запорізьку область."
kpszsu,68917,2026-07-17T17:55:57+00:00,https://t.me/kpszsu/68917,138K,КАБ,КАБи ➡️ на Сумщину!,"🚀
КАБи
➡️
на Сумщину!"
kpszsu,68921,2026-07-17T18:51:06+00:00,https://t.me/kpszsu/68921,122K,КАБ,КАБи ➡️ на Сумщину!,"🚀
КАБи
➡️
на Сумщину!"
kpszsu,68923,2026-07-17T19:12:10+00:00,https://t.me/kpszsu/68923,121K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,68924,2026-07-17T19:14:04+00:00,https://t.me/kpszsu/68924,121K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,68926,2026-07-17T19:31:53+00:00,https://t.me/kpszsu/68926,116K,КАБ,КАБи ➡️ на Донеччину та Запоріжжя!,"🚀
КАБи
➡️
на Донеччину та Запоріжжя!"
kpszsu,68930,2026-07-17T19:58:30+00:00,https://t.me/kpszsu/68930,116K,КАБ,КАБи з Донеччини на південь Дніпропетровщини.,"🚀
КАБи з Донеччини на південь Дніпропетровщини."
kpszsu,68937,2026-07-17T20:47:23+00:00,https://t.me/kpszsu/68937,118K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,68944,2026-07-17T21:33:00+00:00,https://t.me/kpszsu/68944,142K,КАБ,КАБи ➡️ на схід Харківщини.,"🚀
КАБи
➡️
на схід Харківщини."
kpszsu,68966,2026-07-18T00:05:53+00:00,https://t.me/kpszsu/68966,85K,КАБ,КАБи ➡️ на Харківщину.,"🚀
КАБи
➡️
на Харківщину."
kpszsu,68971,2026-07-18T01:54:31+00:00,https://t.me/kpszsu/68971,94.9K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,68975,2026-07-18T02:30:03+00:00,https://t.me/kpszsu/68975,96.9K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,68986,2026-07-18T06:08:16+00:00,https://t.me/kpszsu/68986,70.6K,КАБ,КАБи на схід Харківщини!,"🚀
КАБи на схід Харківщини!"
kpszsu,68987,2026-07-18T06:14:50+00:00,https://t.me/kpszsu/68987,73.1K,КАБ,КАБи на північ Харківщини!,"🚀
КАБи на північ Харківщини!"
kpszsu,68988,2026-07-18T06:20:33+00:00,https://t.me/kpszsu/68988,75.9K,КАБ,КАБи на північ Харківщини!,"🚀
КАБи на північ Харківщини!"
kpszsu,68990,2026-07-18T06:27:32+00:00,https://t.me/kpszsu/68990,80.1K,КАБ,КАБ на Донеччину!,"🚀
КАБ на Донеччину!"
kpszsu,68993,2026-07-18T06:43:50+00:00,https://t.me/kpszsu/68993,83K,КАБ,КАБи на північ Харківщини та Донеччину!,"🚀
КАБи на північ Харківщини та Донеччину!"
kpszsu,68995,2026-07-18T07:08:44+00:00,https://t.me/kpszsu/68995,89.7K,КАБ,КАБ на схід Харківщини!,"🚀
КАБ на схід Харківщини!"
kpszsu,68996,2026-07-18T07:13:13+00:00,https://t.me/kpszsu/68996,89.1K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
kpszsu,69005,2026-07-18T08:07:10+00:00,https://t.me/kpszsu/69005,90.2K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,69016,2026-07-18T11:37:31+00:00,https://t.me/kpszsu/69016,83K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,69024,2026-07-18T12:18:30+00:00,https://t.me/kpszsu/69024,85K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,69026,2026-07-18T13:34:50+00:00,https://t.me/kpszsu/69026,75.9K,КАБ,КАБи на Херсонщину.,"🚀
КАБи на Херсонщину."
kpszsu,69027,2026-07-18T13:35:43+00:00,https://t.me/kpszsu/69027,78.9K,КАБ,КАБи на Херсонщину.,"🚀
КАБи на Херсонщину."
kpszsu,69030,2026-07-18T14:16:54+00:00,https://t.me/kpszsu/69030,76.8K,КАБ,КАБи на Запоріжжя.,"🚀
КАБи на Запоріжжя."
kpszsu,69033,2026-07-18T14:48:50+00:00,https://t.me/kpszsu/69033,58.6K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
kpszsu,69048,2026-07-18T15:38:12+00:00,https://t.me/kpszsu/69048,16.2K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
